#DR2Name,RA_ICRS,e_RA_ICRS,DE_ICRS,e_DE_ICRS,Source,Plx,e_Plx,RPlx,pmRA,e_pmRA,pmDE,e_pmDE,NgAL,chi2AL,Nper,Dup,FG,e_FG,Gmag,e_Gmag,FBP,e_FBP,BPmag,e_BPmag,FRP,e_FRP,RPmag,e_RPmag,BP-RP,RV,e_RV,Teff,AG,E(BP-RP),Rad,Lum,RAJ2000,DEJ2000
Gaia DR2 1940954617956840192,359.528079,0.0357,50.44873,0.0327,1.94095461795684E+18,41.6957,0.0541,770.5665,-45.801,0.069,244.338,0.059,509,2805.31,19,0,45048000,5967.7,6.5542,1E-04,23658000,21788.0,6.9164,0.001,29655000,29213.0,6.0817,0.0011,0.8347,4.96,1.44,5740.5,0.1337,0.06,1.02,1.026,359.528389,50.447678
Gaia DR2 2088264368349071232,302.179215,0.0279,50.586651,0.0285,2.08826436834907E+18,23.1039,0.0291,794.5272,61.692,0.064,77.799,0.059,173,330.86,14,0,23639000,6070.4,7.2543,3E-04,13152000,9521.0,7.5539,8E-04,14755000,36264.0,6.8396,0.0027,0.7143,-8.97,0.16,6018.6,0.026,0.013,1.21,1.729,302.178796,50.586316
Gaia DR2 992524409046563840,100.20434,0.0623,51.977069,0.0797,9.92524409046564E+17,23.334,0.063,370.234,0.446,0.098,-291.813,0.115,105,134.58,8,0,19949000,6143.7,7.4386,3E-04,10606000,17880.0,7.7876,0.0018,13045000,46025.0,6.9733,0.0038,0.8143,27.88,0.18,5791.0,0.25,0.1223,1.19,1.446,100.204337,51.978325
Gaia DR2 409909484005053440,20.266597,0.1244,51.983222,0.0841,4.09909484005053E+17,20.8971,0.1034,202.1476,283.588,0.323,-104.244,0.208,231,945.94,12,0,19135000,4651.6,7.4838,3E-04,10642000,11022.0,7.7838,0.0011,11951000,12687.0,7.0684,0.0012,0.7154,14.55,0.44,5971.67,0.0147,0.0103,1.22,1.714,20.264615,51.98367
Gaia DR2 215599288017480704,85.863612,0.0372,52.488877,0.0298,2.15599288017481E+17,32.2683,0.0347,929.3016,246.782,0.063,22.271,0.049,233,476.46,13,0,30418000,6860.1,6.9805,2E-04,16316000,21459.0,7.3198,0.0014,19685000,35266.0,6.5266,0.0019,0.7932,-25.67,0.14,5864.0,0.12,0.06,1.04,1.148,85.861867,52.488781
Gaia DR2 416736832741633792,14.073791,0.0337,52.491247,0.0278,4.16736832741634E+17,24.2048,0.0567,427.1859,201.98,0.071,2.181,0.056,389,830.13,12,0,21209000,3594.3,7.3721,2E-04,11352000,8192.4,7.7137,8E-04,13768000,16912.0,6.9147,0.0013,0.799,0.69,0.13,5892.5,0.2297,0.1107,1.14,1.421,14.072363,52.491238
Gaia DR2 1022456104850892928,138.591672,0.0291,52.683521,0.0293,1.02245610485089E+18,157.8851,0.0414,3810.9326,-1573.121,0.061,-660.121,0.058,223,348.05,15,0,28592000,11576.0,7.0477,4E-04,8900400,12588.0,7.9779,0.0015,28496000,25449.0,6.125,0.001,1.8529,11.98,0.18,3995.02,0.0558,0.055,0.57,0.076,138.602846,52.686363
Gaia DR2 1022456139210632064,138.583916,0.0289,52.684159,0.0304,1.02245613921063E+18,157.8796,0.0366,4310.3804,-1546.096,0.059,-569.127,0.06,235,388.18,13,0,30747000,13537.0,6.9689,5E-04,9714500,15828.0,7.8828,0.0018,30270000,36071.0,6.0594,0.0013,1.8235,10.77,0.14,4072.15,0.3757,0.188,0.56,0.078,138.594898,52.686609
Gaia DR2 1416050859226670848,261.349585,0.0259,52.790472,0.03,1.41605085922667E+18,36.9399,0.0291,1267.8291,-91.047,0.055,-49.639,0.059,159,429.69,13,0,56789000,14828.0,6.3027,3E-04,30555000,59861.0,6.6387,0.0021,36454000,93031.0,5.8575,0.0028,0.7811,13.39,0.21,5928.0,0.0958,0.0473,1.21,1.631,261.350233,52.790686
Gaia DR2 842504568651372928,166.999809,0.0178,52.821636,0.0254,8.42504568651373E+17,17.5162,0.037,472.918,-62.012,0.047,-2.637,0.057,449,868.11,17,0,19384000,3433.4,7.4698,2E-04,10835000,8087.1,7.7643,8E-04,12069000,9911.1,7.0578,9E-04,0.7065,-34.71,0.14,6126.5,0.1027,0.057,1.39,2.458,167.00025,52.821647
Gaia DR2 1605198298364601088,218.368916,0.0196,52.909859,0.0216,1.6051982983646E+18,75.5094,0.0242,3116.0483,-191.561,0.039,247.973,0.044,271,533.66,19,0,32575000,5556.2,6.9062,2E-04,14168000,19842.0,7.4731,0.0015,25378000,61150.0,6.2508,0.0026,1.2224,11.07,0.13,4786.33,0.1385,0.063,0.75,0.263,218.370283,52.908791
Gaia DR2 1596763532351243392,236.088411,0.022,52.983817,0.026,1.59676353235124E+18,23.4061,0.0262,893.8859,-247.356,0.043,58.41,0.053,210,394.41,17,0,24754000,5589.1,7.2043,2E-04,13288000,20545.0,7.5427,0.0017,15941000,40853.0,6.7556,0.0028,0.7871,-39.07,0.13,5904.5,0.276,0.1375,1.27,1.772,236.09018,52.983566
Gaia DR2 1569335115284976000,187.709035,0.0243,53.077389,0.0258,1.56933511528498E+18,44.7173,0.0381,1173.619,18.935,0.044,181.602,0.054,386,1458.54,20,0,71118000,25767.0,6.0584,4E-04,39234000,55562.0,6.3672,0.0015,44688000,47662.0,5.6364,0.0012,0.7308,-21.82,0.15,6049.0,0.087,0.04,1.07,1.387,187.708899,53.076607
Gaia DR2 828365055275781760,150.231929,0.0242,53.124206,0.0265,8.28365055275782E+17,19.5775,0.0378,518.4808,170.472,0.056,-51.787,0.054,263,618.43,16,0,20045000,4611.0,7.4333,2E-04,11009000,16133.0,7.7471,0.0016,12683000,30760.0,7.0039,0.0026,0.7432,-72.9,0.17,5999.54,0.29,0.1555,1.32,2.043,150.230705,53.124429
Gaia DR2 851843030143428480,155.060938,0.0236,53.779584,0.0337,8.51843030143428E+17,31.3363,0.0387,810.1725,-102.44,0.058,39.898,0.073,290,873.38,15,0,56628000,12847.0,6.3058,2E-04,30978000,59604.0,6.6238,0.0021,35879000,46987.0,5.8748,0.0014,0.7489,-18.74,0.16,6009.0,0.394,0.184,1.38,2.252,155.061684,53.779412
Gaia DR2 1029035891669372800,127.216441,0.0342,53.861994,0.0254,1.02903589166937E+18,23.7608,0.0406,585.8312,74.539,0.065,-62.06,0.05,211,466.98,14,0,30412000,5952.5,6.9808,2E-04,16902000,23539.0,7.2815,0.0015,18839000,38966.0,6.5743,0.0022,0.7073,-6.79,0.18,6114.0,0.193,0.1025,1.29,2.096,127.215897,53.862261
Gaia DR2 2005798350576886144,333.97716,0.0266,54.673193,0.0253,2.00579835057689E+18,45.5261,0.0313,1454.7065,212.545,0.055,70.302,0.053,237,367.67,15,0,23359000,7353.2,7.2672,3E-04,11399000,11720.0,7.7092,0.0011,16579000,25329.0,6.713,0.0017,0.9962,-7.86,0.15,5319.0,0.06,0.037,0.8,0.465,333.975578,54.67289
Gaia DR2 410846061755266816,20.153237,0.0389,54.961997,0.0393,4.10846061755267E+17,29.7041,0.0538,551.9391,-92.451,0.085,-82.292,0.089,174,332.88,13,0,28344000,6578.4,7.0572,3E-04,15475000,19845.0,7.3773,0.0014,17983000,33951.0,6.6248,0.002,0.7525,-8.21,0.16,5970.0,0.0645,0.0213,1.05,1.256,20.153931,54.962351
Gaia DR2 1566224665609504128,198.405076,0.0213,56.708187,0.0187,1.5662246656095E+18,39.7005,0.024,1653.2704,111.549,0.041,-18.763,0.037,293,504.66,18,0,41551000,10020.0,6.6419,3E-04,22259000,45215.0,6.9826,0.0022,26761000,66971.0,6.1932,0.0027,0.7895,-8.58,0.14,5885.25,0.0962,0.0482,0.98,1.035,198.404201,56.708267
Gaia DR2 998074365785799552,94.049705,0.0478,56.933563,0.0482,9.980743657858E+17,20.121,0.0421,478.1843,-208.311,0.083,-185.755,0.076,202,374.4,12,0,22238000,5505.8,7.3206,3E-04,12117000,17156.0,7.6429,0.0015,14135000,24663.0,6.8862,0.0019,0.7567,22.54,0.23,5925.25,0.2865,0.1337,1.39,2.152,94.051348,56.934363
Gaia DR2 460050169170768128,47.108402,0.025,57.012454,0.0207,4.60050169170768E+17,30.7916,0.0319,963.9011,130.169,0.065,-107.777,0.057,267,539.22,13,0,47732000,11465.0,6.4913,3E-04,25853000,45080.0,6.8201,0.0019,30288000,57876.0,6.0587,0.0021,0.7614,4.19,0.13,6001.0,0.151,0.0955,1.3,1.966,47.107373,57.012919
Gaia DR2 2009481748875806976,348.337203,0.0718,57.169626,0.0662,2.00948174887581E+18,153.0808,0.0895,1710.3546,2074.517,0.137,294.936,0.123,309,4555.61,18,0,155670000,229970.0,5.2079,0.0016,66879000,112100.0,5.7882,0.0018,118200000,426110.0,4.5804,0.0039,1.2078,-18.64,0.19,4787.33,0.1995,0.14,0.8,0.305,348.320729,57.168355
Gaia DR2 425040000959067008,12.280886,0.0249,57.815804,0.0307,4.25040000959067E+17,168.7521,0.0377,4478.9243,1144.574,0.052,-469.382,0.048,322,658.94,16,0,37450000,13474.0,6.7547,4E-04,12246000,24828.0,7.6314,0.0022,36109000,65232.0,5.8679,0.002,1.7635,10.45,0.14,4091.89,0.5025,0.2182,0.57,0.082,12.271634,57.817825
Gaia DR2 423075173680043904,1.567845,0.0344,58.436857,0.0309,4.23075173680044E+17,47.8005,0.0438,1091.0173,237.89,0.064,36.693,0.052,302,1254.72,17,0,62929000,48009.0,6.1912,8E-04,35083000,928480.0,6.4886,0.0287,43708000,1375400.0,5.6605,0.0342,0.8281,,,5694.5,0.167,0.0617,1.07,1.094,1.565888,58.436699
Gaia DR2 856774374153131008,170.371463,0.0325,58.484485,0.0403,8.56774374153131E+17,24.24,0.0486,498.8596,41.329,0.057,28.415,0.076,288,624.81,16,0,18916000,3473.6,7.4963,2E-04,10108000,12795.0,7.8398,0.0014,12367000,16442.0,7.0313,0.0014,0.8085,6.96,0.17,5832.33,0.1685,0.0815,1.1,1.267,170.371123,58.484362
Gaia DR2 1659915425801141632,211.21342,0.0297,58.867583,0.0242,1.65991542580114E+18,21.387,0.0328,652.5156,-179.803,0.058,18.206,0.051,216,474.26,17,0,20007000,3831.8,7.4354,2E-04,10888000,15205.0,7.759,0.0015,12729000,19866.0,7.0,0.0017,0.759,-32.39,0.17,5962.33,0.1193,0.0772,1.23,1.711,211.214917,58.867505
Gaia DR2 2235968637250218368,297.064507,0.0339,59.423404,0.0331,2.23596863725022E+18,36.3486,0.0353,1028.43,16.328,0.067,116.72,0.059,152,319.99,13,0,47772000,14529.0,6.4904,3E-04,26057000,47641.0,6.8116,0.002,29965000,113010.0,6.0704,0.0041,0.7412,-5.22,0.16,6009.0,0.087,0.043,1.1,1.412,297.064369,59.422901
Gaia DR2 507960391923112704,31.069157,0.0219,60.244064,0.0258,5.07960391923113E+17,23.0062,0.033,696.363,-23.71,0.031,-60.371,0.062,643,1231.0,18,1,24348000,2915.2,7.2222,1E-04,13630000,7040.0,7.5152,6E-04,15112000,11148.0,6.8136,8E-04,0.7016,0.01,0.13,6137.0,0.157,0.077,1.18,1.789,31.069363,60.244323
Gaia DR2 1581755198631836672,186.27268,0.0263,60.697331,0.0219,1.58175519863184E+18,24.8181,0.0281,882.224,145.817,0.048,-5.735,0.044,280,574.45,19,0,24069000,4992.8,7.2347,2E-04,13152000,17148.0,7.5539,0.0014,15332000,36284.0,6.7979,0.0026,0.756,-48.97,0.15,5918.9,0.115,0.062,1.18,1.532,186.271397,60.697356
Gaia DR2 1666363752260368640,215.62039,0.029,60.965356,0.0234,1.66636375226037E+18,23.924,0.0292,819.1305,-10.104,0.058,-81.242,0.049,212,392.5,16,0,23218000,4825.7,7.2738,2E-04,12714000,17111.0,7.5906,0.0015,14666000,27711.0,6.8461,0.0021,0.7445,-2.83,0.15,6060.67,0.065,0.032,1.14,1.581,215.620479,60.965705
Gaia DR2 1580311917821099776,192.199705,0.0241,61.378818,0.0209,1.5803119178211E+18,25.3675,0.0267,949.9921,-555.455,0.048,100.386,0.042,267,446.74,19,0,25112000,4783.9,7.1887,2E-04,13415000,16041.0,7.5324,0.0013,16281000,33374.0,6.7327,0.0022,0.7997,-21.02,0.14,5865.0,0.226,0.116,1.2,1.534,192.204698,61.378386
Gaia DR2 1661568850770761600,209.383291,0.0236,61.493792,0.0211,1.66156885077076E+18,99.2285,0.0232,4281.4,-32.074,0.063,216.317,0.049,232,466.82,16,0,65113000,20107.0,6.1542,3E-04,28173000,98002.0,6.7268,0.0038,51000000,107100.0,5.493,0.0023,1.2338,-26.75,0.18,4840.29,0.311,0.1515,0.78,0.3,209.38358,61.492861
Gaia DR2 466294295706341760,46.046714,0.0245,61.702844,0.0219,4.66294295706342E+17,42.3978,0.0288,1470.7485,723.331,0.038,-691.7,0.049,360,723.74,16,0,48799000,8690.3,6.4673,2E-04,25756000,19204.0,6.8242,8E-04,32250000,50140.0,5.9906,0.0017,0.8336,-2.33,0.13,5727.0,0.109,0.0535,1.05,1.076,46.040144,61.705822
Gaia DR2 478240661338191360,75.889738,0.0357,63.087305,0.0316,4.78240661338191E+17,31.0754,0.0444,700.244,101.97,0.061,316.187,0.06,194,300.94,13,0,19977000,4242.4,7.437,2E-04,10495000,14377.0,7.7989,0.0015,13278000,25052.0,6.9541,0.002,0.8449,-26.02,0.18,5711.0,0.042,0.013,0.93,0.821,75.888768,63.085944
Gaia DR2 1665517334465010432,201.495654,0.0247,63.262227,0.02,1.66551733446501E+18,47.8275,0.0248,1929.5801,-392.657,0.045,220.802,0.038,233,507.84,20,0,56385000,12459.0,6.3104,2E-04,28682000,76597.0,6.7074,0.0029,38038000,92141.0,5.8114,0.0026,0.896,-30.99,0.16,5578.0,0.2347,0.1247,1.06,0.988,201.499412,63.261276
Gaia DR2 467468196170006144,43.096762,0.0243,63.409312,0.0286,4.67468196170006E+17,33.297,0.0324,1028.5571,177.656,0.042,-111.808,0.06,415,858.57,15,0,41045000,18534.0,6.6552,5E-04,22566000,45029.0,6.9678,0.0022,25767000,43212.0,6.2343,0.0018,0.7335,-10.17,0.14,6050.0,0.0893,0.03,1.09,1.444,43.095053,63.409793
Gaia DR2 2208601827199381632,347.60318,0.0309,64.529655,0.0277,2.20860182719938E+18,27.7379,0.0349,795.8891,60.359,0.057,-50.095,0.051,209,374.04,17,0,33051000,10079.0,6.8904,3E-04,18419000,22114.0,7.1882,0.0013,20454000,48089.0,6.4849,0.0026,0.7032,-4.12,0.14,6090.25,0.032,0.015,1.16,1.673,347.602575,64.529871
Gaia DR2 1056358927417808384,173.528915,0.027,65.241602,0.0256,1.05635892741781E+18,23.5425,0.0325,724.7204,-50.105,0.049,-216.387,0.051,245,613.38,19,0,25998000,6359.3,7.151,3E-04,14520000,19867.0,7.4465,0.0015,16083000,29712.0,6.746,0.002,0.7005,-30.67,0.18,6148.5,0.12,0.063,1.19,1.824,173.52943,65.242534
Gaia DR2 515529086369122176,34.356602,0.0239,65.262037,0.0282,5.15529086369122E+17,22.4468,0.0393,571.5518,-36.233,0.041,-13.885,0.056,316,626.89,17,0,19285000,5159.2,7.4753,3E-04,10674000,12158.0,7.7805,0.0012,12087000,25581.0,7.0561,0.0023,0.7245,-12.26,0.17,6057.0,0.03,0.014,1.11,1.492,34.356975,65.262097
Gaia DR2 1621217529945980800,225.746193,0.0272,65.777738,0.025,1.62121752994598E+18,25.2759,0.0269,938.3266,72.774,0.052,-125.331,0.053,188,437.76,16,0,24966000,7476.9,7.195,3E-04,13823000,33561.0,7.4998,0.0026,15521000,37233.0,6.7846,0.0026,0.7152,-2.76,0.18,6131.25,0.018,0.013,1.09,1.52,225.74543,65.778278
Gaia DR2 2219266368432568320,329.266482,0.0346,66.029565,0.0329,2.21926636843257E+18,24.9424,0.0329,758.0124,111.776,0.061,77.86,0.06,180,314.35,12,0,26016000,6116.9,7.1502,3E-04,14257000,16753.0,7.4663,0.0013,16375000,31587.0,6.7265,0.0021,0.7399,-13.79,0.14,6038.0,0.0672,0.0335,1.17,1.631,329.265298,66.02923
Gaia DR2 2212723140372479872,340.230315,0.0227,66.525108,0.0266,2.21272314037248E+18,32.9465,0.0279,1182.3673,216.612,0.044,389.332,0.047,270,446.02,17,0,22935000,5010.7,7.2871,2E-04,12077000,17280.0,7.6465,0.0016,15147000,30655.0,6.8111,0.0022,0.8353,-47.5,0.18,5755.0,0.059,0.0295,0.92,0.836,340.227974,66.523432
Gaia DR2 2246581329639103872,304.385667,0.035,66.85497,0.0348,2.2465813296391E+18,57.2564,0.0371,1542.4448,468.619,0.073,297.538,0.064,213,943.23,15,0,94312000,60079.0,5.7519,7E-04,50867000,90363.0,6.0853,0.0019,60004000,128330.0,5.3165,0.0023,0.7688,-4.33,0.18,5974.0,0.03,0.029,0.99,1.125,304.380535,66.853689
Gaia DR2 2257140386478701568,279.098481,0.0273,66.912997,0.0302,2.2571403864787E+18,27.6864,0.0324,855.5564,69.414,0.057,-56.918,0.046,220,366.38,16,0,20386000,2528.2,7.4151,1E-04,10902000,4781.7,7.7576,5E-04,13215000,10101.0,6.9593,8E-04,0.7983,-6.79,0.13,5855.75,0.093,0.045,0.99,1.046,279.097718,66.913242
Gaia DR2 2256183639561630208,284.203927,0.0257,68.292371,0.0298,2.25618363956163E+18,23.1067,0.028,824.4806,-112.402,0.048,-2.694,0.055,199,305.46,16,0,19434000,5107.7,7.467,3E-04,10342000,15679.0,7.8149,0.0016,12586000,28420.0,7.0122,0.0025,0.8027,-18.01,0.16,5841.25,0.2467,0.116,1.17,1.432,284.205235,68.292383
Gaia DR2 2213415145505277824,346.282314,0.0289,68.417766,0.0331,2.21341514550528E+18,33.7034,0.0344,979.2607,592.421,0.054,162.893,0.057,206,342.28,17,0,22548000,4422.2,7.3056,2E-04,11800000,17812.0,7.6717,0.0016,14986000,28542.0,6.8227,0.0021,0.849,-15.83,0.16,5648.0,0.0197,0.011,0.93,0.791,346.27538,68.417065
Gaia DR2 520153632273949312,25.528913,0.023,69.085971,0.0236,5.20153632273949E+17,22.048,0.0302,728.8966,184.388,0.047,-7.111,0.052,284,474.16,19,0,20724000,8488.6,7.3972,4E-04,11532000,23985.0,7.6966,0.0023,12895000,29314.0,6.9859,0.0025,0.7108,11.46,0.17,6103.25,0.0403,0.018,1.15,1.66,25.526689,69.086001
Gaia DR2 532870034006715264,15.74115,0.0276,69.226431,0.0296,5.32870034006715E+17,37.8145,0.0328,1154.3712,224.237,0.052,-146.841,0.049,262,379.31,18,1,19532000,6178.8,7.4615,3E-04,9851300,15427.0,7.8677,0.0017,13471000,23045.0,6.9384,0.0019,0.9292,-20.04,0.14,5458.5,0.092,0.042,0.83,0.554,15.738428,69.227063
Gaia DR2 493935296471302784,62.3969,0.0234,69.540106,0.0293,4.93935296471303E+17,53.284,0.0347,1533.6382,73.104,0.046,-298.53,0.056,269,363.12,18,0,20354000,3893.6,7.4167,2E-04,9293700,8493.4,7.9309,0.001,15408000,18486.0,6.7925,0.0013,1.1384,-13.58,0.14,4918.07,0.197,0.109,0.78,0.319,62.395999,69.541391
Gaia DR2 1652932530531522432,244.887524,0.029,70.368689,0.0232,1.65293253053152E+18,22.8474,0.027,846.5685,64.615,0.059,27.247,0.046,219,511.89,17,0,20910000,7004.6,7.3875,4E-04,11634000,18543.0,7.687,0.0017,12963000,21188.0,6.9801,0.0018,0.7069,-3.5,0.24,6134.0,0.03,0.01,1.11,1.558,244.886696,70.368572
Gaia DR2 536088338900732544,12.448435,0.0272,70.450356,0.0258,5.36088338900732E+17,46.3449,0.0329,1408.0005,369.744,0.051,201.841,0.046,285,462.34,17,0,19066000,4538.2,7.4877,3E-04,8892800,12576.0,7.9788,0.0015,14133000,17464.0,6.8864,0.0013,1.0924,-31.64,0.15,5103.0,0.033,0.016,0.79,0.379,12.443678,70.449487
Gaia DR2 2272191085754928768,321.320511,0.0253,70.47771,0.0284,2.27219108575493E+18,37.9131,0.0279,1360.3982,40.601,0.048,39.564,0.051,225,491.73,19,0,27266000,5765.6,7.0993,2E-04,14470000,23493.0,7.4502,0.0018,17766000,54320.0,6.638,0.0033,0.8123,-76.43,0.17,5859.0,0.0422,0.018,0.84,0.746,321.319988,70.477539
Gaia DR2 1647986068237087104,239.586863,0.0266,70.895539,0.03,1.64798606823709E+18,33.7715,0.0284,1190.2102,-57.533,0.055,255.566,0.065,185,386.45,15,0,26754000,5680.7,7.1199,2E-04,14340000,42773.0,7.46,0.0032,17419000,69957.0,6.6594,0.0044,0.8006,-8.58,0.16,5817.0,0.0595,0.027,0.95,0.924,239.58762,70.894439
Gaia DR2 2230411842921279232,332.683545,0.0227,71.127931,0.0273,2.23041184292128E+18,22.7804,0.0277,822.6482,55.389,0.047,-73.62,0.05,238,435.43,17,0,21839000,5081.0,7.3403,3E-04,11770000,13691.0,7.6745,0.0013,13991000,27959.0,6.8973,0.0022,0.7772,19.45,0.15,5963.75,0.115,0.0607,1.2,1.646,332.682807,71.128248
Gaia DR2 522135261462534528,32.288596,0.0207,71.550977,0.0199,5.22135261462535E+17,36.9275,0.0257,1435.616,306.975,0.038,-239.134,0.04,288,660.5,19,0,50469000,13726.0,6.4308,3E-04,27983000,38046.0,6.7341,0.0015,31419000,52025.0,6.0189,0.0018,0.7152,0.59,0.19,6091.5,0.06,0.0187,1.08,1.441,32.284419,71.552007
Gaia DR2 1689791802427582592,188.393605,0.0366,72.478952,0.0293,1.68979180242758E+18,20.0125,0.0329,608.1081,90.921,0.076,-36.356,0.064,203,768.91,16,0,21418000,5530.1,7.3614,3E-04,11881000,19137.0,7.6642,0.0017,13290000,34479.0,6.9531,0.0028,0.7112,-24.02,8.17,6128.0,0.224,0.1223,1.28,2.08,188.392304,72.479109
Gaia DR2 1078773262224027520,168.79349,0.0236,73.475689,0.0211,1.07877326222403E+18,69.1217,0.0251,2749.7424,-403.471,0.045,112.325,0.046,277,404.33,18,0,22713000,8818.6,7.2977,4E-04,9719900,18689.0,7.8822,0.0021,18059000,54664.0,6.6202,0.0033,1.2621,8.55,0.16,4721.0,0.211,0.087,0.71,0.223,168.799597,73.475205
Gaia DR2 1137739658505552256,129.311271,0.0181,77.047105,0.0233,1.13773965850555E+18,22.7032,0.0236,962.0839,55.509,0.037,73.577,0.042,290,737.75,18,0,26028000,5075.9,7.1498,2E-04,14468000,24373.0,7.4504,0.0018,16153000,34685.0,6.7413,0.0023,0.7091,-36.81,0.54,6151.67,0.0498,0.0325,1.23,1.963,129.310205,77.046788
Gaia DR2 561358895674283520,38.418004,0.0235,77.667803,0.0234,5.61358895674284E+17,27.0629,0.0285,950.2148,28.132,0.045,112.829,0.049,248,711.74,17,0,18921000,4044.5,7.496,2E-04,9828900,11809.0,7.8701,0.0013,12619000,24772.0,7.0093,0.0021,0.8608,-40.13,0.41,5678.5,0.1683,0.077,1.05,1.027,38.417436,77.667317
Gaia DR2 2282846074981010688,349.865586,0.0243,79.003832,0.0238,2.28284607498101E+18,52.7325,0.0279,1888.4137,203.464,0.044,72.449,0.039,241,354.24,18,0,23050000,19447.0,7.2817,9E-04,10744000,36773.0,7.7735,0.0037,17003000,62747.0,6.6856,0.004,1.0879,-17.11,0.2,5114.5,0.0927,0.0503,0.76,0.353,349.860994,79.00352
Gaia DR2 1720995598827435648,232.290767,0.0365,80.449065,0.0286,1.72099559882744E+18,45.8577,0.0328,1398.8314,-225.109,0.069,107.575,0.06,186,569.96,15,0,49292000,39407.0,6.4564,9E-04,25926000,85614.0,6.8171,0.0036,32290000,107500.0,5.9892,0.0036,0.8278,-16.43,0.16,5726.0,0.0483,0.027,0.98,0.929,232.296608,80.448602
Gaia DR2 1146155904619763712,134.092868,0.0272,83.886894,0.0311,1.14615590461976E+18,23.5489,0.0329,714.9549,-142.858,0.058,-113.878,0.053,194,383.84,17,0,21786000,4878.5,7.3429,2E-04,12132000,17252.0,7.6416,0.0015,13500000,36681.0,6.9361,0.003,0.7055,11.62,0.18,6123.0,0.015,0.0088,1.1,1.529,134.098645,83.887384
